ENSP00000436737	ENSG00000085063	ENST00000533403
ENSP00000379391	ENSG00000100373	ENST00000396082
ENSP00000447948	ENSG00000062485	ENST00000551968
ENSP00000470383	ENSG00000268465	ENST00000595676
ENSP00000361918	ENSG00000084072	ENST00000372830
ENSP00000356860	ENSG00000143198	ENST00000367885
ENSP00000339553	ENSG00000041982	ENST00000341037
ENSP00000427928	ENSG00000155926	ENST00000524345
ENSP00000240328	ENSG00000121068	ENST00000240328
ENSP00000417819	ENSG00000114107	ENST00000462419
ENSP00000355613	ENSG00000119283	ENST00000366653
ENSP00000355618	ENSG00000173409	ENST00000366658
ENSP00000354564	ENSG00000167851	ENST00000361933
ENSP00000404079	ENSG00000137094	ENST00000453597
ENSP00000404074	ENSG00000137185	ENST00000425468
ENSP00000334127	ENSG00000111452	ENST00000335486
ENSP00000334125	ENSG00000108262	ENST00000335356
ENSP00000445090	ENSG00000127314	ENST00000543393
ENSP00000401642	ENSG00000131845	ENST00000443917
ENSP00000401641	ENSG00000095370	ENST00000440630
ENSP00000401648	ENSG00000136699	ENST00000439886
ENSP00000440537	ENSG00000166750	ENST00000542451
ENSP00000480000	ENSG00000182568	ENST00000475083
ENSP00000391915	ENSG00000025293	ENST00000449988
ENSP00000398897	ENSG00000198874	ENST00000442959
ENSP00000398891	ENSG00000161640	ENST00000426971
ENSP00000467619	ENSG00000184640	ENST00000590917
ENSP00000467618	ENSG00000197563	ENST00000589098
ENSP00000411749	ENSG00000241945	ENST00000456705
ENSP00000467614	ENSG00000126254	ENST00000592202
ENSP00000467617	ENSG00000167674	ENST00000592691
ENSP00000467616	ENSG00000030582	ENST00000589265
ENSP00000467611	ENSG00000251247	ENST00000526123
ENSP00000467610	ENSG00000167216	ENST00000592005
ENSP00000467613	ENSG00000071626	ENST00000592453
ENSP00000419510	ENSG00000113845	ENST00000493694
ENSP00000419516	ENSG00000004866	ENST00000490039
ENSP00000400845	ENSG00000180329	ENST00000457422
ENSP00000365111	ENSG00000077616	ENST00000375944
ENSP00000290178	ENSG00000159086	ENST00000290178
ENSP00000400511	ENSG00000241127	ENST00000448268
ENSP00000400510	ENSG00000173852	ENST00000446375
ENSP00000400518	ENSG00000144063	ENST00000427178
ENSP00000348536	ENSG00000197217	ENST00000356206
ENSP00000361485	ENSG00000156113	ENST00000372408
ENSP00000397543	ENSG00000138688	ENST00000442707
ENSP00000397542	ENSG00000100429	ENST00000448072
ENSP00000397547	ENSG00000136709	ENST00000436787
ENSP00000397546	ENSG00000118960	ENST00000445102
ENSP00000397548	ENSG00000184588	ENST00000412480
ENSP00000466453	ENSG00000072310	ENST00000486311
ENSP00000466569	ENSG00000133265	ENST00000585927
ENSP00000466565	ENSG00000071564	ENST00000590684
ENSP00000466566	ENSG00000183077	ENST00000586542
ENSP00000466567	ENSG00000055483	ENST00000586066
ENSP00000466560	ENSG00000070731	ENST00000588920
ENSP00000390799	ENSG00000196872	ENST00000415261
ENSP00000449989	ENSG00000198855	ENST00000549641
ENSP00000449984	ENSG00000135451	ENST00000550709
ENSP00000390790	ENSG00000156804	ENST00000443022
ENSP00000390796	ENSG00000181744	ENST00000441925
ENSP00000392329	ENSG00000183963	ENST00000455608
ENSP00000392322	ENSG00000166278	ENST00000452323
ENSP00000447168	ENSG00000134283	ENST00000549190
ENSP00000447165	ENSG00000087502	ENST00000550353
ENSP00000447167	ENSG00000166268	ENST00000548892
ENSP00000447166	ENSG00000050426	ENST00000548251
ENSP00000443678	ENSG00000135093	ENST00000536723
ENSP00000417371	ENSG00000206530	ENST00000465636
ENSP00000417370	ENSG00000175792	ENST00000472125
ENSP00000417372	ENSG00000174899	ENST00000461040
ENSP00000443671	ENSG00000073050	ENST00000543982
ENSP00000443672	ENSG00000107186	ENST00000542239
ENSP00000417379	ENSG00000065371	ENST00000495093
ENSP00000417378	ENSG00000128524	ENST00000492758
ENSP00000443676	ENSG00000111752	ENST00000537610
ENSP00000425456	ENSG00000145216	ENST00000507922
ENSP00000425451	ENSG00000006283	ENST00000513964
ENSP00000425453	ENSG00000137177	ENST00000502704
ENSP00000365808	ENSG00000170909	ENST00000284648
ENSP00000425459	ENSG00000164162	ENST00000512680
ENSP00000425458	ENSG00000071242	ENST00000511034
ENSP00000421525	ENSG00000137601	ENST00000505119
ENSP00000392493	ENSG00000163803	ENST00000436544
ENSP00000392491	ENSG00000074696	ENST00000442729
ENSP00000392495	ENSG00000196459	ENST00000458511
ENSP00000340576	ENSG00000115966	ENST00000345739
ENSP00000359887	ENSG00000146151	ENST00000370850
ENSP00000317697	ENSG00000160255	ENST00000320216
ENSP00000395566	ENSG00000057657	ENST00000424894
ENSP00000395560	ENSG00000177479	ENST00000452882
ENSP00000442070	ENSG00000126602	ENST00000538171
ENSP00000395569	ENSG00000166035	ENST00000414170
ENSP00000399444	ENSG00000110080	ENST00000449406
ENSP00000399447	ENSG00000106628	ENST00000436400
ENSP00000482092	ENSG00000273535	ENST00000613556
ENSP00000482095	ENSG00000166676	ENST00000619408
ENSP00000398796	ENSG00000181409	ENST00000417379
ENSP00000448766	ENSG00000111666	ENST00000549872
ENSP00000448767	ENSG00000186081	ENST00000548409
ENSP00000454240	ENSG00000103121	ENST00000565108
ENSP00000424321	ENSG00000108826	ENST00000508200
ENSP00000424323	ENSG00000096063	ENST00000507909
ENSP00000484735	ENSG00000276681	ENST00000611220
ENSP00000484734	ENSG00000274700	ENST00000617112
ENSP00000484736	ENSG00000189077	ENST00000439537
ENSP00000484730	ENSG00000185499	ENST00000471283
ENSP00000367533	ENSG00000123179	ENST00000378284
ENSP00000448575	ENSG00000123297	ENST00000550559
ENSP00000339960	ENSG00000120457	ENST00000338350
ENSP00000457573	ENSG00000159459	ENST00000569243
ENSP00000481010	ENSG00000214575	ENST00000614918
ENSP00000481017	ENSG00000196275	ENST00000614386
ENSP00000419883	ENSG00000005483	ENST00000478990
ENSP00000457575	ENSG00000205364	ENST00000570233
ENSP00000457579	ENSG00000140848	ENST00000565766
ENSP00000457578	ENSG00000103264	ENST00000563113
ENSP00000424291	ENSG00000157911	ENST00000507596
ENSP00000306448	ENSG00000170634	ENST00000303536
ENSP00000414056	ENSG00000108244	ENST00000436344
ENSP00000414051	ENSG00000123485	ENST00000454020
ENSP00000414050	ENSG00000175182	ENST00000418281
ENSP00000438482	ENSG00000110092	ENST00000536559
ENSP00000441520	ENSG00000050438	ENST00000535225
ENSP00000419889	ENSG00000197993	ENST00000476829
ENSP00000353253	ENSG00000168781	ENST00000360135
ENSP00000435521	ENSG00000131269	ENST00000534524
ENSP00000435522	ENSG00000184363	ENST00000527442
ENSP00000459247	ENSG00000185722	ENST00000574736
ENSP00000484194	ENSG00000278430	ENST00000619043
ENSP00000459248	ENSG00000170291	ENST00000572104
ENSP00000455593	ENSG00000198826	ENST00000562481
ENSP00000455592	ENSG00000074603	ENST00000559526
ENSP00000477165	ENSG00000124092	ENST00000608158
ENSP00000455599	ENSG00000104164	ENST00000565409
ENSP00000390230	ENSG00000106404	ENST00000412417
ENSP00000390231	ENSG00000119231	ENST00000445299
ENSP00000439284	ENSG00000103043	ENST00000536184
ENSP00000398423	ENSG00000164398	ENST00000430403
ENSP00000397955	ENSG00000158296	ENST00000417157
ENSP00000459791	ENSG00000262795	ENST00000575304
ENSP00000459793	ENSG00000141179	ENST00000576183
ENSP00000455628	ENSG00000102908	ENST00000566899
ENSP00000459797	ENSG00000004975	ENST00000575458
ENSP00000311692	ENSG00000196689	ENST00000310522
ENSP00000459798	ENSG00000266286	ENST00000571574
ENSP00000455627	ENSG00000184517	ENST00000567481
ENSP00000311698	ENSG00000010704	ENST00000309234
ENSP00000427143	ENSG00000124802	ENST00000515633
ENSP00000455622	ENSG00000196155	ENST00000562744
ENSP00000437310	ENSG00000197302	ENST00000529515
ENSP00000439753	ENSG00000111664	ENST00000541978
ENSP00000426899	ENSG00000138741	ENST00000513531
ENSP00000440695	ENSG00000105695	ENST00000537831
ENSP00000307712	ENSG00000143549	ENST00000302206
ENSP00000343948	ENSG00000112561	ENST00000343317
ENSP00000426891	ENSG00000163950	ENST00000483348
ENSP00000426895	ENSG00000154277	ENST00000508768
ENSP00000453262	ENSG00000185630	ENST00000559560
ENSP00000368845	ENSG00000137210	ENST00000379530
ENSP00000428312	ENSG00000104490	ENST00000517822
ENSP00000434962	ENSG00000167555	ENST00000494167
ENSP00000414942	ENSG00000182149	ENST00000456820
ENSP00000414940	ENSG00000196937	ENST00000426156
ENSP00000414946	ENSG00000039068	ENST00000422392
ENSP00000464680	ENSG00000141068	ENST00000582410
ENSP00000393503	ENSG00000149633	ENST00000435901
ENSP00000415096	ENSG00000153814	ENST00000447620
ENSP00000415091	ENSG00000136143	ENST00000433022
ENSP00000440345	ENSG00000248098	ENST00000542943
ENSP00000440347	ENSG00000060709	ENST00000535703
ENSP00000389706	ENSG00000106772	ENST00000426088
ENSP00000440349	ENSG00000135775	ENST00000534989
ENSP00000389704	ENSG00000119185	ENST00000456913
ENSP00000389705	ENSG00000107186	ENST00000433359
ENSP00000401366	ENSG00000153993	ENST00000444867
ENSP00000436959	ENSG00000204839	ENST00000529971
ENSP00000387621	ENSG00000167210	ENST00000441551
ENSP00000451475	ENSG00000100591	ENST00000553374
ENSP00000462075	ENSG00000171885	ENST00000578776
ENSP00000426230	ENSG00000134057	ENST00000507798
ENSP00000462071	ENSG00000256525	ENST00000581355
ENSP00000388671	ENSG00000164953	ENST00000452276
ENSP00000451477	ENSG00000119681	ENST00000556690
ENSP00000388670	ENSG00000112319	ENST00000430974
ENSP00000478249	ENSG00000277726	ENST00000612542
ENSP00000387833	ENSG00000125503	ENST00000435544
ENSP00000451621	ENSG00000100479	ENST00000554396
ENSP00000451620	ENSG00000119725	ENST00000557214
ENSP00000451623	ENSG00000075413	ENST00000556744
ENSP00000451622	ENSG00000123384	ENST00000554118
ENSP00000416545	ENSG00000105963	ENST00000453823
ENSP00000417639	ENSG00000163689	ENST00000471288
ENSP00000417635	ENSG00000206199	ENST00000462519
ENSP00000417630	ENSG00000152601	ENST00000465907
ENSP00000417632	ENSG00000163607	ENST00000467752
ENSP00000380392	ENSG00000163072	ENST00000397209
ENSP00000453662	ENSG00000137776	ENST00000557791
ENSP00000453660	ENSG00000176842	ENST00000560154
ENSP00000453667	ENSG00000128951	ENST00000559935
ENSP00000453666	ENSG00000172183	ENST00000559876
ENSP00000453664	ENSG00000100767	ENST00000559759
ENSP00000412046	ENSG00000085978	ENST00000417017
ENSP00000412041	ENSG00000174371	ENST00000437497
ENSP00000412048	ENSG00000205531	ENST00000455338
ENSP00000341517	ENSG00000167291	ENST00000340848
ENSP00000468737	ENSG00000130176	ENST00000587087
ENSP00000468736	ENSG00000197050	ENST00000585862
ENSP00000468735	ENSG00000178184	ENST00000470488
ENSP00000468734	ENSG00000079805	ENST00000585892
ENSP00000475851	ENSG00000079393	ENST00000607487
ENSP00000484390	ENSG00000035664	ENST00000612884
ENSP00000477983	ENSG00000278303	ENST00000618211
ENSP00000477989	ENSG00000275038	ENST00000619056
ENSP00000371989	ENSG00000159079	ENST00000382549
ENSP00000371988	ENSG00000100450	ENST00000382548
ENSP00000479119	ENSG00000278782	ENST00000619130
ENSP00000443445	ENSG00000185864	ENST00000544693
ENSP00000371983	ENSG00000196526	ENST00000382543
ENSP00000468080	ENSG00000151062	ENST00000585732
ENSP00000468083	ENSG00000196365	ENST00000590206
ENSP00000468082	ENSG00000179873	ENST00000589824
ENSP00000453089	ENSG00000259371	ENST00000558325
ENSP00000453087	ENSG00000171766	ENST00000559885
ENSP00000453084	ENSG00000166411	ENST00000558554
ENSP00000453083	ENSG00000140332	ENST00000557997
ENSP00000453082	ENSG00000166949	ENST00000559460
ENSP00000453081	ENSG00000140332	ENST00000559929
ENSP00000462233	ENSG00000167523	ENST00000564238
ENSP00000431281	ENSG00000110435	ENST00000533550
ENSP00000431280	ENSG00000185189	ENST00000530123
ENSP00000420308	ENSG00000114209	ENST00000479121
ENSP00000431282	ENSG00000204300	ENST00000528595
ENSP00000461758	ENSG00000140931	ENST00000460097
ENSP00000431286	ENSG00000137522	ENST00000530137
ENSP00000461756	ENSG00000006327	ENST00000575836
ENSP00000420303	ENSG00000144824	ENST00000495180
ENSP00000461754	ENSG00000205629	ENST00000575396
ENSP00000461755	ENSG00000006194	ENST00000574674
ENSP00000425150	ENSG00000015479	ENST00000512876
ENSP00000420307	ENSG00000163539	ENST00000487553
ENSP00000461751	ENSG00000170175	ENST00000575379
ENSP00000428687	ENSG00000147526	ENST00000519416
ENSP00000428685	ENSG00000170873	ENST00000519168
ENSP00000378355	ENSG00000127948	ENST00000394893
ENSP00000378354	ENSG00000101844	ENST00000394892
ENSP00000428681	ENSG00000040341	ENST00000521419
ENSP00000370166	ENSG00000069206	ENST00000380789
ENSP00000378358	ENSG00000172955	ENST00000394897
ENSP00000428688	ENSG00000167904	ENST00000519784
ENSP00000425389	ENSG00000158987	ENST00000510071
ENSP00000436882	ENSG00000143195	ENST00000529071
ENSP00000436883	ENSG00000171757	ENST00000528597
ENSP00000436880	ENSG00000104529	ENST00000528382
ENSP00000381114	ENSG00000155957	ENST00000398033
ENSP00000413026	ENSG00000093167	ENST00000440742
ENSP00000436888	ENSG00000143228	ENST00000524800
ENSP00000408982	ENSG00000148444	ENST00000444869
ENSP00000377751	ENSG00000153130	ENST00000394201
ENSP00000423128	ENSG00000145439	ENST00000504561
ENSP00000377754	ENSG00000141738	ENST00000394204
ENSP00000375668	ENSG00000105568	ENST00000391791
ENSP00000472859	ENSG00000188897	ENST00000599216
ENSP00000472854	ENSG00000105223	ENST00000599353
ENSP00000472856	ENSG00000161031	ENST00000601792
ENSP00000472851	ENSG00000178078	ENST00000601482
ENSP00000479802	ENSG00000273749	ENST00000612288
ENSP00000472853	ENSG00000171574	ENST00000596281
ENSP00000375665	ENSG00000167555	ENST00000391788
ENSP00000377824	ENSG00000112561	ENST00000394283
ENSP00000423659	ENSG00000134056	ENST00000512880
ENSP00000462812	ENSG00000169718	ENST00000577574
ENSP00000436774	ENSG00000245680	ENST00000531805
ENSP00000460088	ENSG00000185624	ENST00000573778
ENSP00000423651	ENSG00000065882	ENST00000508802
ENSP00000473181	ENSG00000063322	ENST00000596297
ENSP00000460087	ENSG00000132382	ENST00000572759
ENSP00000473184	ENSG00000171574	ENST00000598901
ENSP00000423657	ENSG00000109775	ENST00000509180
ENSP00000346977	ENSG00000070366	ENST00000354901
ENSP00000432256	ENSG00000172893	ENST00000534795
ENSP00000432254	ENSG00000134955	ENST00000532000
ENSP00000432253	ENSG00000151366	ENST00000534029
ENSP00000423787	ENSG00000150471	ENST00000509896
ENSP00000432258	ENSG00000177697	ENST00000529810
ENSP00000411176	ENSG00000174748	ENST00000412097
ENSP00000467365	ENSG00000183077	ENST00000591952
ENSP00000408364	ENSG00000215045	ENST00000435185
ENSP00000467366	ENSG00000172000	ENST00000586426
ENSP00000467361	ENSG00000101624	ENST00000591034
ENSP00000467360	ENSG00000129221	ENST00000570584
ENSP00000467363	ENSG00000109118	ENST00000579036
ENSP00000467362	ENSG00000142657	ENST00000460189
ENSP00000444123	ENSG00000112414	ENST00000508295
ENSP00000467368	ENSG00000130208	ENST00000592885
ENSP00000444127	ENSG00000135114	ENST00000543677
ENSP00000470989	ENSG00000183760	ENST00000594229
ENSP00000376409	ENSG00000144357	ENST00000392632
ENSP00000470984	ENSG00000131153	ENST00000595355
ENSP00000376404	ENSG00000170412	ENST00000392628
ENSP00000470983	ENSG00000104833	ENST00000600216
ENSP00000470982	ENSG00000188785	ENST00000600927
ENSP00000330375	ENSG00000182585	ENST00000332112
ENSP00000444692	ENSG00000173262	ENST00000539234
ENSP00000444696	ENSG00000140262	ENST00000537840
ENSP00000444699	ENSG00000166947	ENST00000540029
ENSP00000477405	ENSG00000025156	ENST00000465214
ENSP00000471764	ENSG00000161671	ENST00000597799
ENSP00000471762	ENSG00000105135	ENST00000600984
ENSP00000471763	ENSG00000126934	ENST00000599021
ENSP00000386233	ENSG00000143891	ENST00000410063
ENSP00000477012	ENSG00000132716	ENST00000495887
ENSP00000386235	ENSG00000240344	ENST00000409361
ENSP00000386234	ENSG00000138095	ENST00000409946
ENSP00000467941	ENSG00000125746	ENST00000593255
ENSP00000467942	ENSG00000118900	ENST00000592120
ENSP00000467944	ENSG00000007202	ENST00000577261
ENSP00000467946	ENSG00000089639	ENST00000587205
ENSP00000238181	ENSG00000116977	ENST00000238181
ENSP00000344266	ENSG00000115641	ENST00000344213
ENSP00000463066	ENSG00000108424	ENST00000582097
ENSP00000463067	ENSG00000161960	ENST00000578754
ENSP00000443475	ENSG00000167553	ENST00000541364
ENSP00000466017	ENSG00000160877	ENST00000585663
ENSP00000466010	ENSG00000115268	ENST00000593052
ENSP00000463063	ENSG00000141526	ENST00000577650
ENSP00000466013	ENSG00000116251	ENST00000465387
ENSP00000420687	ENSG00000049769	ENST00000466508
ENSP00000483297	ENSG00000278270	ENST00000614095
ENSP00000420683	ENSG00000163754	ENST00000484197
ENSP00000420682	ENSG00000151576	ENST00000485050
ENSP00000420680	ENSG00000152601	ENST00000460591
ENSP00000449615	ENSG00000123352	ENST00000547865
ENSP00000449610	ENSG00000063177	ENST00000549273
ENSP00000433613	ENSG00000198382	ENST00000528264
ENSP00000433614	ENSG00000166199	ENST00000532129
ENSP00000433616	ENSG00000173039	ENST00000534283
ENSP00000429656	ENSG00000104660	ENST00000520682
ENSP00000429651	ENSG00000161010	ENST00000521333
ENSP00000409574	ENSG00000093167	ENST00000416425
ENSP00000406246	ENSG00000235712	ENST00000415668
ENSP00000364420	ENSG00000185920	ENST00000375271
ENSP00000406241	ENSG00000143845	ENST00000444817
ENSP00000406249	ENSG00000184216	ENST00000437278
ENSP00000406248	ENSG00000116062	ENST00000411819
ENSP00000403349	ENSG00000111275	ENST00000416293
ENSP00000361497	ENSG00000100979	ENST00000372420
ENSP00000405916	ENSG00000131051	ENST00000426951
ENSP00000313529	ENSG00000213928	ENST00000324076
ENSP00000406192	ENSG00000006744	ENST00000446899
ENSP00000469466	ENSG00000104983	ENST00000594087
ENSP00000359399	ENSG00000203910	ENST00000370373
ENSP00000403542	ENSG00000119383	ENST00000417728
ENSP00000406794	ENSG00000125505	ENST00000449249
ENSP00000419944	ENSG00000179165	ENST00000454782
ENSP00000474845	ENSG00000151332	ENST00000604160
ENSP00000474846	ENSG00000083097	ENST00000604380
ENSP00000403548	ENSG00000117676	ENST00000438977
ENSP00000447572	ENSG00000130477	ENST00000552293
ENSP00000448566	ENSG00000139324	ENST00000551088
ENSP00000448567	ENSG00000161642	ENST00000549937
ENSP00000419896	ENSG00000115524	ENST00000487698
ENSP00000448561	ENSG00000186815	ENST00000548465
ENSP00000282382	ENSG00000251201	ENST00000282382
ENSP00000402496	ENSG00000108924	ENST00000430986
ENSP00000419898	ENSG00000078070	ENST00000492597
ENSP00000435511	ENSG00000180438	ENST00000528040
ENSP00000435510	ENSG00000204160	ENST00000534643
ENSP00000481251	ENSG00000175482	ENST00000529704
ENSP00000481253	ENSG00000237651	ENST00000489686
ENSP00000481255	ENSG00000273992	ENST00000611888
ENSP00000481256	ENSG00000121289	ENST00000591863
ENSP00000465899	ENSG00000181666	ENST00000591417
ENSP00000437617	ENSG00000130779	ENST00000540539
ENSP00000438649	ENSG00000198178	ENST00000537530
ENSP00000366142	ENSG00000147118	ENST00000376943
ENSP00000405265	ENSG00000168000	ENST00000449636
ENSP00000405269	ENSG00000203666	ENST00000425550
ENSP00000404798	ENSG00000120549	ENST00000438429
ENSP00000378833	ENSG00000150275	ENST00000395446
ENSP00000378839	ENSG00000139218	ENST00000395453
ENSP00000160740	ENSG00000079432	ENST00000160740
ENSP00000472444	ENSG00000197124	ENST00000596019
ENSP00000472445	ENSG00000062822	ENST00000595904
ENSP00000356573	ENSG00000146416	ENST00000367601
ENSP00000356572	ENSG00000116260	ENST00000367600
ENSP00000398225	ENSG00000135537	ENST00000421954
ENSP00000417473	ENSG00000008282	ENST00000464029
ENSP00000439510	ENSG00000022840	ENST00000542207
ENSP00000439513	ENSG00000227059	ENST00000545940
ENSP00000469154	ENSG00000197497	ENST00000600412
ENSP00000480617	ENSG00000277335	ENST00000613910
ENSP00000404131	ENSG00000163235	ENST00000444975
ENSP00000364165	ENSG00000150076	ENST00000375025
ENSP00000364162	ENSG00000067445	ENST00000375022
ENSP00000440108	ENSG00000100591	ENST00000535854
ENSP00000410629	ENSG00000216588	ENST00000428245
ENSP00000464575	ENSG00000169727	ENST00000582327
ENSP00000464576	ENSG00000103089	ENST00000569949
ENSP00000464571	ENSG00000169727	ENST00000581578
ENSP00000440103	ENSG00000127527	ENST00000535753
ENSP00000410620	ENSG00000111481	ENST00000455864
